postcode,state,total_population,demographic_score,pct_professional,pct_high_income_hh,median_hh_income_weekly,pct_degree,seifa_irsad_decile,pct_wfh,median_age,avg_household_size,unemployment_pct,labour_force_participation_pct,median_rent_weekly,rank
2766,NSW,17064,38.27,26.81,32.78,1994.18,25.71,3.86,24.25,38.12,3.26,7.02,55.73,417.4,474
4555,QLD,7713,38.26,33.06,29.18,1830.04,20.86,5.03,14.19,43.84,2.74,4.15,61.95,406.77,475
2192,NSW,13800,38.25,32.31,23.37,1482.43,22.27,5.24,31.25,39.01,2.65,7.37,48.17,409.94,476
2733,NSW,1236,38.21,46.99,17.3,1341.09,10.26,5.51,24.34,44.71,2.41,1.42,60.47,126.17,477
2478,NSW,32372,38.2,35.84,24.7,1572.76,23.1,5.24,15.63,48.64,2.37,3.56,55.65,475.79,478
4018,QLD,14107,38.17,31.06,24.51,1688.14,28.68,5.44,14.65,39.71,2.49,5.46,63.15,385.9,479
4208,QLD,24322,38.16,28.9,36.71,2243.61,15.38,4.61,12.89,35.18,3.12,4.37,71.57,476.96,480
4165,QLD,39483,38.15,29.97,35.34,2027.79,16.76,4.73,14.31,43.1,2.78,3.98,64.11,467.61,481
2490,NSW,1008,38.14,31.6,33.57,1884.01,17.57,4.94,13.4,41.67,2.88,5.08,62.75,348.07,482
2805,NSW,1056,38.07,44.64,21.82,1346.01,11.64,5.3,20.48,48.28,2.54,2.34,56.41,269.74,483
2867,NSW,990,38.02,42.91,18.65,1539.21,15.39,5.37,19.82,44.25,2.63,3.18,59.28,223.44,484
4722,QLD,1868,37.95,39.36,25.64,1905.26,10.81,4.69,20.65,39.53,2.71,1.05,65.4,168.78,485
2529,NSW,29663,37.91,29.84,34.26,1944.74,16.61,4.35,21.4,41.43,2.75,4.01,61.22,489.36,486
2840,NSW,3345,37.89,43.05,23.22,1621.09,11.75,4.83,19.18,38.23,2.61,2.28,59.02,171.52,487
2640,NSW,40771,37.87,35.08,26.47,1707.43,22.28,5.21,10.57,41.09,2.44,4.41,63.43,313.9,488
2747,NSW,54410,37.84,28.08,32.76,1989.92,20.09,4.02,25.5,33.76,2.9,4.99,64.7,440.5,489
4744,QLD,9416,37.74,19.59,54.22,3020.47,12.31,3.02,3.14,31.05,2.79,2.33,70.58,213.79,490
2257,NSW,30446,37.72,34.84,24.51,1477.66,18.54,4.69,30.85,47.87,2.34,5.18,51.45,421.45,491
4500,QLD,46102,37.67,28.91,33.13,2048.21,18.98,4.72,14.53,37.02,2.86,5.16,68.0,404.25,492
2160,NSW,44616,37.64,31.2,24.46,1558.29,22.88,4.92,28.74,34.01,3.06,9.2,45.97,423.76,493
4420,QLD,1831,37.63,42.47,21.82,1665.9,10.74,4.21,28.96,42.17,2.49,1.41,68.36,191.46,494
4403,QLD,1186,37.62,44.64,19.25,1492.22,8.44,4.46,33.32,41.18,2.67,3.99,62.39,207.98,495
2518,NSW,20392,37.61,32.88,26.49,1506.98,20.7,4.91,24.89,41.81,2.37,5.18,55.47,353.18,496
2665,NSW,2895,37.6,48.68,16.44,1271.75,12.01,5.01,21.93,46.39,2.47,3.91,59.89,149.74,497
4111,QLD,1171,37.6,30.79,21.07,1295.05,26.13,6.89,16.36,33.81,1.96,10.72,62.35,278.98,497
2489,NSW,8231,37.42,34.58,23.79,1590.17,21.38,5.38,16.68,44.44,2.64,4.58,55.16,522.1,499
2756,NSW,36760,37.42,27.99,36.03,2122.97,13.53,3.98,24.22,37.31,2.91,3.14,66.09,440.68,499
2381,NSW,2280,37.37,45.24,19.97,1349.89,11.86,4.88,22.21,43.23,2.47,4.04,59.3,209.89,501
2280,NSW,27187,37.36,31.79,30.41,1742.22,19.17,4.4,20.63,45.06,2.53,4.5,58.3,414.0,502
2194,NSW,26123,37.35,29.34,21.93,1530.75,26.3,5.45,26.4,37.34,2.67,8.1,47.91,412.17,503
4417,QLD,1224,37.35,44.03,19.81,1423.59,13.0,4.92,21.6,39.75,2.77,0.93,66.56,143.23,503
2749,NSW,17040,37.29,26.88,37.77,2133.69,14.75,3.58,24.85,34.09,2.99,4.79,66.11,424.11,505
2488,NSW,3680,37.27,34.61,23.47,1603.48,21.17,5.44,15.64,41.89,2.55,4.29,62.61,458.6,506
2649,NSW,930,37.27,39.18,22.35,1474.99,17.66,4.74,21.94,48.28,2.51,2.19,59.68,226.18,506
4477,QLD,727,37.26,48.97,11.75,1303.32,7.86,5.05,33.88,45.65,2.53,2.87,66.42,91.44,508
4275,QLD,5117,37.12,30.95,31.37,1917.1,15.52,4.9,15.82,43.23,2.82,3.12,63.63,413.44,509
4225,QLD,8454,37.07,37.21,20.4,1380.68,22.73,5.55,15.28,48.7,1.94,5.77,55.83,425.73,510
2750,NSW,50175,37.03,30.51,28.69,1787.77,17.87,4.26,27.84,38.78,2.49,4.64,60.67,412.23,511
4020,QLD,25691,37.01,35.07,25.33,1591.61,19.31,5.08,16.13,50.37,2.29,5.74,53.85,408.72,512
4512,QLD,3948,37.0,30.05,36.17,2046.96,14.76,3.9,16.65,43.5,2.96,3.28,62.37,373.15,513
2753,NSW,17639,36.81,28.77,32.12,1950.93,15.7,4.25,23.91,40.35,2.76,3.62,60.61,434.02,514
2354,NSW,3847,36.75,42.75,17.02,1320.9,13.46,5.05,26.91,49.55,2.28,2.85,59.25,196.57,515
2285,NSW,35999,36.72,29.49,32.16,1951.44,18.41,4.13,18.35,37.42,2.72,4.29,66.3,426.03,516
2401,NSW,855,36.68,44.37,18.91,1447.62,12.67,5.0,17.42,41.35,2.8,0.78,62.2,179.51,517
4428,QLD,1113,36.67,43.14,20.03,1591.95,9.73,4.31,26.97,44.69,2.5,0.79,65.84,121.47,518
4106,QLD,1692,36.61,31.57,21.99,1491.08,28.06,5.33,15.09,34.45,2.27,8.36,66.45,336.21,519
4878,QLD,15484,36.61,32.24,25.39,1696.28,20.86,5.41,12.46,41.21,2.42,5.5,64.02,378.74,519
2477,NSW,13500,36.6,35.06,23.06,1561.29,21.59,4.95,16.56,48.02,2.5,3.54,57.66,397.28,521
4870,QLD,75156,36.55,33.43,24.97,1686.31,22.08,5.1,11.39,39.87,2.41,6.46,61.97,368.2,522
4561,QLD,8749,36.49,31.94,28.69,1875.91,19.29,4.45,14.45,41.02,2.82,4.58,64.69,442.6,523
4364,QLD,285,36.45,42.45,24.18,1531.0,9.69,4.0,23.74,39.0,2.6,4.2,63.7,245.0,524
2650,NSW,64298,36.39,33.26,27.1,1762.04,20.17,5.01,8.8,37.73,2.55,4.42,64.51,314.32,525
2398,NSW,556,36.35,41.34,21.68,1470.0,13.79,5.0,15.35,41.0,2.8,1.2,59.4,190.0,526
2818,NSW,1819,36.34,38.76,23.54,1659.65,14.35,4.65,16.73,43.54,2.61,2.84,65.64,277.89,527
2656,NSW,2081,36.26,46.29,14.85,1416.57,11.73,5.07,19.31,46.97,2.54,2.49,61.03,178.43,528
4382,QLD,1564,36.22,43.45,14.0,1210.11,19.81,5.0,20.88,51.21,2.36,2.52,56.23,242.56,529
2335,NSW,8948,36.22,26.23,38.25,2259.57,15.27,3.52,15.78,36.52,2.86,3.24,69.67,392.28,529
2625,NSW,400,36.2,30.28,24.18,1666.0,18.46,6.0,15.6,37.0,2.0,2.3,60.9,400.0,531
2170,NSW,114487,36.1,29.31,26.97,1692.74,19.53,4.46,25.88,35.88,3.03,7.95,49.84,434.79,532
2644,NSW,3128,36.09,39.68,21.65,1426.19,14.41,4.71,21.14,48.25,2.36,1.77,56.9,193.54,533
4036,QLD,6990,36.06,28.46,31.03,1921.0,19.31,4.47,14.65,36.46,2.75,4.83,67.0,392.55,534
2339,NSW,1194,36.04,39.68,24.18,1459.51,11.02,4.68,20.68,46.25,2.53,3.16,62.35,211.39,535
4811,QLD,14383,35.95,30.91,31.8,1828.4,18.8,4.88,4.77,37.07,2.5,4.31,62.56,313.65,536
4384,QLD,474,35.88,46.33,16.67,1258.0,13.27,4.0,25.69,50.0,2.4,4.3,58.5,200.0,537
2321,NSW,22250,35.82,28.03,34.05,2020.81,15.61,3.87,18.19,38.3,2.81,3.71,66.88,407.33,538
4427,QLD,1133,35.67,41.37,19.27,1546.93,10.18,4.25,27.64,44.79,2.53,0.99,63.01,127.28,539
2842,NSW,1348,35.6,50.12,9.92,1068.1,10.21,4.65,29.84,44.87,2.42,6.49,54.99,159.42,540
4554,QLD,1997,35.59,29.79,26.59,1876.4,18.15,4.9,15.45,45.02,2.95,5.09,59.22,381.56,541
4158,QLD,3876,35.51,31.55,26.49,1635.76,20.38,4.67,15.0,41.88,2.37,5.57,64.16,372.41,542
2196,NSW,36211,35.39,29.99,24.02,1526.65,20.07,4.68,26.17,35.13,3.19,8.83,45.66,429.99,543
4411,QLD,393,35.37,41.6,22.67,1461.95,5.98,4.17,27.79,44.54,2.65,4.12,62.65,160.3,544
4346,QLD,2387,35.3,32.19,29.72,1728.69,16.22,4.01,17.02,44.81,2.6,2.93,62.87,320.22,545
4502,QLD,8758,35.28,28.86,29.44,1911.02,18.3,4.38,14.75,37.77,2.71,6.41,66.54,394.36,546
4746,QLD,2251,35.26,26.19,42.55,2519.92,9.18,3.25,7.66,32.96,2.61,2.05,58.99,108.92,547
2176,NSW,50002,35.23,29.66,29.56,1708.53,15.3,3.81,27.45,40.94,3.31,7.01,43.61,468.17,548
4884,QLD,1917,35.19,36.96,19.32,1331.07,21.97,5.04,13.88,52.93,2.27,3.68,54.19,269.41,549
2759,NSW,26427,35.18,23.9,36.97,2131.63,15.29,3.15,24.54,36.15,3.07,4.44,64.06,446.12,550
4496,QLD,304,35.11,53.33,13.46,1286.0,7.17,4.0,18.0,38.0,2.6,4.4,66.7,205.0,551
4157,QLD,19767,35.11,28.17,31.57,1917.9,17.32,4.29,13.5,40.64,2.67,4.45,65.1,409.0,551
2631,NSW,1174,34.95,40.85,19.35,1347.59,17.03,4.2,18.58,49.66,2.27,3.52,55.78,234.1,553
2256,NSW,16206,34.92,33.47,21.25,1357.12,18.56,4.18,31.2,48.34,2.24,5.94,49.39,385.6,554
2453,NSW,3574,34.92,42.42,13.36,1086.93,16.74,4.9,25.27,51.81,2.24,4.16,51.99,254.11,554
4211,QLD,63009,34.91,28.76,29.09,1857.01,18.31,4.61,12.05,39.97,2.8,5.21,65.6,464.37,556
4564,QLD,11963,34.87,31.65,23.43,1595.67,20.22,4.94,15.13,48.6,2.36,4.53,56.42,491.73,557
4216,QLD,39698,34.86,32.43,23.75,1561.62,18.25,5.06,15.04,49.81,2.24,5.81,53.15,520.67,558
2200,NSW,52510,34.86,30.26,21.0,1457.06,21.98,4.84,24.96,34.49,3.11,9.29,45.5,438.84,558
4706,QLD,395,34.76,48.13,10.53,1140.0,8.55,4.0,36.36,54.0,2.2,2.6,57.1,120.0,560
2822,NSW,773,34.75,37.88,25.52,1360.62,11.18,4.04,23.26,45.38,2.67,1.32,60.4,182.73,561
4719,QLD,1256,34.74,41.54,18.05,1444.85,11.46,4.33,23.19,40.13,2.32,2.14,64.11,201.16,562
2775,NSW,2707,34.72,35.53,21.34,1396.3,16.47,4.31,25.43,50.16,2.27,4.83,53.38,280.9,563
2572,NSW,5900,34.63,28.63,31.65,1836.48,13.07,3.92,21.56,40.36,2.8,3.27,60.17,435.45,564
4497,QLD,653,34.57,48.97,13.71,1277.98,9.17,4.0,22.46,40.14,2.55,3.97,68.36,170.26,565
4516,QLD,4291,34.54,26.48,38.12,2172.12,12.9,3.32,12.58,41.02,3.13,4.58,66.76,453.03,566
2199,NSW,21556,34.52,30.18,24.43,1499.56,18.67,4.27,26.48,34.6,3.22,8.44,44.48,418.3,567
4209,QLD,75418,34.44,27.06,29.96,2028.45,17.09,4.42,11.72,32.07,3.09,6.05,69.83,473.14,568
4558,QLD,23488,34.37,32.39,21.72,1508.81,20.65,5.06,13.52,46.74,2.2,4.5,55.44,439.81,569
4551,QLD,68271,34.29,31.21,25.35,1638.53,19.22,4.58,13.11,45.51,2.53,4.89,58.1,450.83,570
2371,NSW,3007,34.26,44.85,11.06,1006.0,11.77,5.09,27.05,53.16,2.17,5.89,48.44,178.19,571
2701,NSW,2708,34.25,36.01,25.39,1614.5,15.32,4.02,13.05,41.57,2.62,3.1,62.86,265.1,572
2739,NSW,2140,34.24,34.78,26.88,1730.16,13.49,4.38,9.63,38.71,2.75,3.97,63.21,201.1,573
2732,NSW,2833,34.13,42.08,18.85,1269.56,11.58,4.53,18.03,52.19,2.35,2.7,58.56,181.46,574
2415,NSW,719,34.12,35.34,23.74,1489.88,12.02,4.0,25.5,48.91,2.65,2.05,57.09,270.53,575
2630,NSW,10067,34.12,34.58,24.55,1512.02,17.75,4.34,12.74,45.86,2.3,3.06,58.49,292.4,575
2795,NSW,47447,34.11,30.71,26.69,1729.28,18.53,4.34,12.16,40.6,2.5,4.19,60.28,330.74,577
2716,NSW,1608,34.07,40.2,17.65,1479.57,12.22,4.6,18.3,48.34,2.39,2.68,61.44,193.7,578
2444,NSW,51094,33.99,34.35,21.46,1439.07,19.89,4.74,12.72,47.3,2.34,5.16,53.9,408.54,579
2556,NSW,2502,33.98,27.21,32.75,1860.95,10.11,3.5,27.42,42.15,3.2,2.07,51.91,555.15,580
2320,NSW,41686,33.96,27.78,31.29,1958.88,15.44,3.61,16.95,38.16,2.76,4.59,63.99,388.65,581
2197,NSW,11048,33.95,30.95,25.19,1480.3,14.87,4.02,28.48,34.5,3.34,8.81,42.32,435.64,582
4571,QLD,1453,33.94,35.1,14.17,1327.71,17.78,5.41,23.83,48.27,2.51,4.93,52.56,327.68,583
4881,QLD,4833,33.93,32.78,20.45,1384.94,19.6,4.99,17.49,46.9,2.51,7.59,52.38,308.93,584
2311,NSW,1138,33.87,36.86,18.7,1352.75,15.94,4.38,23.01,46.51,2.45,2.84,57.68,265.6,585
4730,QLD,3427,33.8,33.04,26.77,1698.98,14.42,4.48,9.64,38.94,2.31,1.59,66.27,220.42,586
2803,NSW,335,33.8,43.4,17.27,1226.0,9.38,4.0,25.79,54.0,2.3,2.5,55.6,200.0,586
2898,NSW,445,33.78,36.1,20.5,1699.0,19.26,4.0,11.62,46.0,2.2,3.2,65.4,310.0,588
4814,QLD,47730,33.78,29.4,27.48,1761.41,20.15,4.73,4.5,36.04,2.51,5.82,63.37,319.15,588
4127,QLD,27954,33.76,29.11,26.46,1738.67,19.58,4.27,13.49,38.27,2.73,7.16,61.46,380.36,590
4727,QLD,310,33.7,40.13,13.08,1325.0,9.27,5.0,29.3,43.0,2.2,2.5,64.9,190.0,591
4711,QLD,1792,33.69,23.58,37.96,2288.28,14.66,3.64,6.19,43.82,2.99,3.0,66.62,404.94,592
2583,NSW,5239,33.68,38.96,19.93,1321.82,12.13,4.38,20.6,51.78,2.3,3.53,55.02,261.8,593
2566,NSW,27763,33.67,25.34,28.55,1797.83,20.43,3.52,23.73,35.68,3.08,6.23,57.55,381.09,594
4563,QLD,9826,33.65,32.22,22.79,1509.61,18.02,4.64,15.86,49.78,2.53,4.65,52.88,409.06,595
4375,QLD,880,33.64,45.11,14.3,1023.63,12.21,4.17,24.56,47.9,2.38,5.04,51.8,222.51,596
4823,QLD,1921,33.57,34.96,26.07,1713.23,6.31,3.33,29.3,35.14,2.51,0.88,68.51,154.92,597
2399,NSW,1142,33.52,37.46,22.93,1543.69,11.14,4.44,13.28,43.47,2.66,1.2,57.03,214.4,598
2284,NSW,12670,33.35,29.58,26.33,1675.94,16.14,4.08,18.75,42.83,2.47,4.56,58.14,400.52,599
4419,QLD,1573,33.34,39.37,15.99,1551.13,10.65,3.95,26.89,36.71,2.5,1.87,67.65,168.16,600
2403,NSW,1302,33.29,45.59,11.0,1119.18,10.08,4.51,25.29,44.08,2.49,4.8,54.64,223.65,601
2623,NSW,773,33.21,33.98,23.72,1693.9,14.27,4.16,13.37,41.88,2.36,4.52,63.2,292.24,602
2281,NSW,15336,33.17,30.13,25.84,1552.23,16.23,3.93,21.47,49.09,2.45,5.17,52.71,410.5,603
2879,NSW,855,33.1,47.71,14.42,1113.84,8.69,3.55,24.29,50.54,2.17,6.5,46.47,155.82,604
2830,NSW,46322,33.08,30.47,26.83,1757.92,18.5,4.04,8.53,37.48,2.58,3.35,63.69,325.13,605
4720,QLD,15711,33.02,25.9,36.58,2216.66,14.01,3.18,6.13,32.95,2.76,3.22,73.15,331.17,606
4723,QLD,1700,32.98,32.72,29.84,1950.2,6.03,3.25,19.66,36.17,2.62,1.34,63.19,196.01,607
4455,QLD,9239,32.96,32.81,26.18,1780.41,13.46,4.04,10.48,36.64,2.5,2.51,68.17,233.17,608
4818,QLD,32697,32.82,25.65,33.7,2094.55,14.7,3.92,5.18,33.66,2.84,4.08,71.71,352.93,609
2825,NSW,3227,32.81,36.56,22.66,1561.39,12.38,3.98,14.24,41.34,2.52,3.07,64.39,192.54,610
2318,NSW,14082,32.77,25.41,30.46,1869.46,13.58,3.76,20.56,42.58,2.8,4.38,60.54,408.37,611
4733,QLD,900,32.7,41.02,18.88,1402.44,8.65,3.9,19.85,46.78,2.2,1.29,61.82,207.0,612
2456,NSW,17148,32.66,33.11,21.89,1488.74,19.08,4.37,10.63,43.55,2.61,5.76,57.25,400.37,613
2162,NSW,20430,32.66,29.94,22.38,1411.17,16.47,4.21,25.55,34.68,3.24,7.92,41.29,389.23,613
4124,QLD,24423,32.61,24.21,34.37,2085.94,13.86,3.58,11.34,36.09,3.11,5.53,67.43,430.45,615
2480,NSW,47623,32.55,32.91,19.42,1406.62,20.95,4.34,14.72,44.03,2.41,5.37,57.86,333.12,616
2424,NSW,1026,32.51,42.0,12.15,1174.35,14.17,4.01,24.97,53.29,2.46,7.09,45.5,221.02,617
2261,NSW,55491,32.49,29.1,24.97,1582.12,15.59,3.9,22.18,43.29,2.51,4.89,56.12,408.3,618
2445,NSW,7924,32.42,32.42,23.23,1411.6,17.29,4.37,12.88,51.1,2.48,4.43,52.4,415.88,619
2823,NSW,1336,32.4,38.34,20.51,1361.47,11.83,4.34,12.96,43.6,2.4,4.16,55.92,183.88,620
2866,NSW,3866,32.38,34.91,21.05,1456.03,15.02,4.22,14.61,44.06,2.5,2.69,58.94,259.18,621
2832,NSW,2413,32.28,40.12,17.59,1436.07,9.62,4.65,11.83,38.97,2.49,6.42,44.19,145.0,622
4350,QLD,116165,32.28,31.36,21.86,1575.49,21.42,4.41,6.71,38.86,2.42,5.71,60.18,324.97,622
2323,NSW,27027,32.25,28.38,26.9,1696.79,16.11,3.66,17.8,40.2,2.55,5.37,60.65,367.04,624
2406,NSW,1230,32.19,41.58,16.57,1352.01,10.93,3.81,18.39,41.03,2.42,2.84,62.23,194.34,625
2527,NSW,26773,32.16,25.24,32.07,1904.68,13.75,3.35,17.29,37.93,2.82,3.57,64.32,456.16,626
2850,NSW,22362,32.15,30.66,28.33,1711.24,13.79,3.61,12.19,41.6,2.5,3.84,58.09,340.91,627
2283,NSW,24668,32.14,29.65,24.62,1535.75,17.11,3.84,18.53,47.01,2.45,5.86,52.67,366.07,628
2395,NSW,1105,32.13,43.79,9.92,952.7,10.9,4.81,24.12,51.2,2.2,8.37,48.01,148.46,629
2804,NSW,3104,32.06,39.51,16.76,1298.41,13.13,4.3,15.08,48.12,2.38,3.97,53.76,226.45,630
4874,QLD,5815,32.06,23.96,38.82,2357.11,10.71,3.04,4.14,30.41,2.98,6.19,64.17,399.76,630
2787,NSW,6431,32.06,33.23,22.14,1454.17,16.29,3.91,16.2,48.45,2.28,3.47,53.46,283.58,630
4825,QLD,19656,32.01,24.91,36.97,2197.02,13.6,3.12,3.24,31.65,2.61,4.57,68.44,282.47,633
2681,NSW,2248,32.0,34.16,24.73,1673.76,11.37,3.71,13.0,39.32,2.71,3.21,69.86,229.07,634
2267,NSW,2927,31.99,30.74,20.79,1348.49,19.21,4.31,18.44,53.01,2.27,4.68,47.93,337.6,635
4620,QLD,605,31.97,44.67,15.9,1034.82,7.58,3.07,30.64,55.53,2.21,7.58,46.92,186.02,636
4359,QLD,1654,31.96,34.65,20.89,1569.2,13.87,3.97,14.81,43.23,2.6,3.09,61.77,257.94,637
4819,QLD,2477,31.95,37.73,12.73,1016.33,22.62,4.64,14.98,57.62,1.92,5.96,47.35,289.18,638
4627,QLD,1102,31.9,44.23,13.01,1113.25,7.27,3.8,27.99,47.43,2.41,6.68,57.84,169.89,639
4743,QLD,782,31.9,28.82,29.12,2175.72,11.44,3.33,9.89,35.56,2.44,1.9,63.81,283.03,639
2808,NSW,431,31.86,35.34,12.92,1031.87,12.13,6.07,21.21,56.0,2.11,3.41,44.53,146.4,641
2144,NSW,40679,31.85,23.99,24.25,1563.49,23.65,4.11,18.27,32.28,3.34,11.5,46.03,409.19,642
2666,NSW,7463,31.8,37.98,18.74,1383.72,12.23,4.11,14.9,46.15,2.44,2.6,59.41,218.6,643
2836,NSW,1123,31.8,42.67,12.6,1236.37,8.23,4.42,21.33,36.43,2.79,9.11,42.53,137.44,643
4721,QLD,4364,31.76,31.79,27.79,1907.19,9.02,2.99,17.55,37.04,2.64,1.95,67.89,181.58,645
4480,QLD,691,31.74,37.01,17.66,1359.52,14.06,4.03,17.63,42.5,2.41,1.04,70.83,128.19,646
2659,NSW,1148,31.72,36.78,17.64,1345.84,10.58,4.4,20.05,44.96,2.39,4.38,59.11,245.38,647
2560,NSW,82692,31.7,25.89,26.2,1729.93,16.47,3.45,23.04,35.98,2.85,6.56,55.52,390.44,648
2382,NSW,2158,31.69,32.43,26.26,1637.16,10.53,3.56,16.16,42.05,2.48,4.26,59.32,277.46,649
2586,NSW,3035,31.65,35.49,18.0,1308.22,13.33,4.51,17.67,49.87,2.29,3.35,50.67,199.72,650
4161,QLD,16576,31.63,26.26,29.34,1835.98,15.03,3.79,11.64,39.02,2.69,4.6,66.02,401.06,651
2315,NSW,15962,31.59,31.21,19.57,1386.2,17.59,4.3,18.89,53.62,2.27,4.94,47.45,409.7,652
4358,QLD,3222,31.58,30.08,24.52,1750.4,13.6,4.11,11.83,36.77,2.67,2.56,67.39,264.38,653
2322,NSW,25194,31.56,24.25,30.99,1941.32,14.67,3.35,15.88,36.87,2.78,4.9,66.02,400.76,654
2731,NSW,8131,31.55,35.67,21.5,1537.14,14.49,3.59,12.1,48.53,2.48,3.23,56.25,338.62,655
2365,NSW,5883,31.54,37.68,15.56,1248.89,13.27,4.15,21.39,44.05,2.43,4.43,54.78,237.93,656
4725,QLD,1555,31.54,33.31,22.54,1520.61,14.04,4.2,10.85,43.61,2.26,1.81,61.63,205.77,656
2558,NSW,11186,31.53,23.52,30.0,1892.3,15.29,3.09,22.45,36.0,3.04,5.43,60.94,408.87,658
2833,NSW,1022,31.48,36.62,20.13,1403.57,10.42,4.12,15.84,36.67,2.44,4.87,50.51,151.98,659
4518,QLD,6060,31.42,28.96,25.77,1710.14,14.19,3.93,13.11,43.29,2.73,4.19,59.42,408.43,660
4568,QLD,3727,31.37,29.35,21.65,1441.84,19.34,4.27,14.42,48.25,2.62,4.58,54.51,418.04,661
2400,NSW,10847,31.17,31.57,24.85,1668.54,12.67,4.03,8.92,38.41,2.5,4.33,56.56,245.86,662
4215,QLD,55436,31.17,29.91,16.39,1318.71,23.07,5.12,10.21,41.36,2.12,7.63,56.71,414.79,662
2345,NSW,758,31.09,30.11,25.29,1621.99,12.56,3.38,19.38,42.38,2.5,3.1,68.38,381.15,664
2450,NSW,47990,31.06,31.25,21.42,1497.44,17.93,4.08,10.92,44.26,2.49,5.43,55.79,401.76,665
4569,QLD,1754,31.01,32.24,16.41,1351.84,18.93,4.61,14.22,45.58,2.54,6.01,55.65,408.07,666
4374,QLD,795,31.01,39.69,12.27,1244.73,13.35,4.0,20.94,50.32,2.38,2.22,54.46,237.24,666
4703,QLD,25412,30.99,28.23,28.27,1777.09,15.4,3.59,7.48,43.58,2.57,4.48,59.22,360.42,668
2702,NSW,1170,30.96,39.93,18.79,1337.05,11.34,3.44,13.97,46.3,2.5,2.88,55.25,191.32,669
4503,QLD,53600,30.94,26.36,25.42,1787.44,16.33,3.91,12.47,35.4,2.71,5.89,67.61,375.66,670
4344,QLD,3989,30.92,30.89,23.41,1685.27,14.58,3.69,12.22,42.95,2.71,4.06,59.65,305.4,671
2715,NSW,2044,30.9,38.92,18.92,1395.0,8.5,3.86,14.59,46.06,2.46,3.18,56.95,169.95,672
2337,NSW,9185,30.88,28.57,27.45,1688.65,13.93,3.48,12.97,41.77,2.44,2.96,63.56,298.43,673
2347,NSW,2598,30.88,43.27,9.07,1037.09,9.3,4.41,24.06,52.25,2.22,5.95,50.4,182.26,673
4817,QLD,30906,30.85,25.88,29.78,1877.27,15.23,3.87,4.66,37.68,2.72,4.78,66.99,339.54,675
4812,QLD,19124,30.8,31.32,20.75,1403.53,20.25,4.44,5.16,39.17,2.17,5.91,61.23,269.1,676
4704,QLD,623,30.79,32.66,27.51,1815.37,8.66,2.0,22.74,45.23,2.54,3.94,64.4,263.24,677
4390,QLD,7067,30.79,31.33,23.78,1698.93,13.32,3.97,8.14,37.72,2.59,3.37,65.93,301.08,677
2729,NSW,1743,30.78,35.01,20.77,1406.09,13.62,3.5,15.76,46.87,2.49,3.67,61.45,214.57,679
2844,NSW,1630,30.78,40.82,16.0,1160.74,10.08,3.92,17.05,49.74,2.29,4.22,50.47,233.6,679
4574,QLD,2161,30.74,32.14,17.49,1255.14,17.58,4.28,18.43,51.24,2.38,2.57,53.05,298.03,681
4117,QLD,3450,30.73,23.83,26.28,1851.14,19.24,3.95,9.58,28.38,3.31,6.75,64.88,411.73,682
4465,QLD,1650,30.71,41.48,13.63,1165.3,8.26,3.81,23.59,43.76,2.43,3.47,61.16,153.22,683
2548,NSW,9380,30.7,31.7,17.69,1282.22,21.06,4.32,12.45,54.48,2.15,3.36,50.17,368.23,684
2655,NSW,1675,30.69,32.44,21.52,1517.02,12.84,4.08,12.86,43.78,2.68,3.3,57.35,230.93,685
4700,QLD,18218,30.65,31.58,22.39,1512.27,17.87,4.12,4.95,39.73,2.29,6.58,58.19,275.28,686
4493,QLD,371,30.64,38.93,19.16,1263.83,10.02,2.23,30.4,49.59,2.2,7.76,58.24,125.05,687
2177,NSW,17498,30.62,25.14,27.79,1682.94,13.67,3.18,23.27,37.87,3.38,8.04,44.49,427.98,688
2574,NSW,5945,30.56,24.59,32.35,1951.89,10.84,2.72,18.46,40.67,2.91,3.81,61.78,403.41,689
4712,QLD,484,30.54,42.88,14.57,1384.51,5.78,3.41,20.07,45.59,2.42,2.17,63.92,103.11,690
4517,QLD,977,30.52,32.55,23.69,1535.01,11.79,3.5,14.63,44.94,2.5,5.84,55.86,320.27,691
2799,NSW,5478,30.51,29.68,24.5,1663.02,14.51,3.56,12.49,41.79,2.51,5.0,62.69,262.93,692
4753,QLD,4885,30.48,21.23,39.9,2400.4,8.12,2.63,6.42,34.06,3.02,3.04,69.78,355.08,693
4877,QLD,5584,30.46,28.65,19.54,1503.47,20.04,4.39,11.0,44.23,2.19,3.71,60.77,367.84,694
2849,NSW,1990,30.45,36.03,16.64,1222.16,12.02,4.14,19.29,52.1,2.22,5.1,49.39,255.04,695
2530,NSW,35130,30.34,24.95,29.22,1754.64,13.64,3.11,18.21,39.82,2.72,4.41,59.7,432.62,696
2877,NSW,4532,30.34,38.86,15.33,1317.98,10.79,4.09,14.15,41.58,2.49,5.61,57.37,187.87,696
4487,QLD,3393,30.31,35.61,20.9,1454.21,12.16,3.51,12.14,37.68,2.51,4.44,63.49,205.11,698
2711,NSW,4207,30.28,37.31,18.51,1413.01,9.33,3.84,14.18,45.45,2.43,3.39,60.55,189.34,699
2537,NSW,13593,30.23,31.38,17.4,1243.03,19.59,4.47,12.45,54.06,2.23,3.4,47.1,317.28,700
4486,QLD,846,30.22,40.69,11.18,1268.24,13.52,3.87,16.04,45.66,2.26,5.79,65.29,123.44,701
